Temp(degC),Salinity(PSU),pH,DO(mg/l),rainfall(mm),At_temp(degC)
24.9,35.3,8.27,7.135,0,21.2
24.9,35.3,8.27,7.12,0,21.2
24.9,35.3,8.27,7.091,0,21.1
24.9,35.3,8.27,7.039,0,21.1
24.9,35.3,8.27,7.045,0,21.1
24.9,35.3,8.27,7.039,0,21
24.9,35.3,8.27,7.026,0,21
24.9,35.3,8.27,7.002,0,20.9
24.9,35.3,8.27,6.991,0,20.9
24.9,35.3,8.27,6.878,0,20.9
24.9,35.3,8.27,6.95,0,20.8
24.9,35.3,8.27,6.886,0,20.8
24.9,35.3,8.27,6.809,0,20.8
24.9,35.3,8.27,6.882,0,20.7
24.9,35.3,8.27,6.891,0,20.7
24.9,35.3,8.27,6.891,0,20.7
24.9,35.3,8.27,6.759,0,20.6
24.9,35.3,8.27,6.891,0,20.6
24.9,35.3,8.27,6.854,0,20.6
24.9,35.3,8.27,6.865,0,20.5
24.9,35.3,8.27,6.891,0,20.5
24.8,35.3,8.27,6.93,0,20.4
24.8,35.3,8.27,6.891,0,20.4
24.8,35.3,8.27,6.842,0,20.4
24.8,35.3,8.27,7.05,0,20.3
24.8,35.3,8.27,6.898,0,20.3
24.8,35.3,8.27,6.897,0,20.3
24.8,35.3,8.27,6.915,0,20.2
24.8,35.3,8.27,6.897,0,20.2
24.8,35.3,8.27,6.854,0,20.2
24.8,35.3,8.27,6.938,0,20.1
24.8,35.3,8.27,6.897,0,20.1
24.8,35.3,8.27,6.897,0,20.1
24.8,35.3,8.27,6.974,0,20
24.8,35.3,8.27,6.897,0,20
24.8,35.3,8.27,6.897,0,19.9
24.8,35.3,8.27,6.897,0,19.9
24.8,35.3,8.27,6.897,0,19.9
24.8,35.3,8.27,6.991,0,19.8
24.7,35.3,8.27,6.894,0,19.8
24.7,35.3,8.27,6.892,0,19.8
24.7,35.3,8.27,6.87,0,19.7
24.7,35.3,8.27,6.82,0,19.7
24.7,35.3,8.27,6.806,0,19.7
24.7,35.4,8.27,6.784,0,19.6
24.7,35.5,8.27,6.76,0,19.6
24.7,35.5,8.27,6.77,0,19.6
24.7,35.5,8.27,6.739,0,19.5
24.7,35.5,8.27,6.68,0,19.5
24.7,35.5,8.27,6.676,0,19.4
24.7,35.5,8.27,6.658,0,19.4
24.7,35.5,8.27,6.66,0,19.4
24.7,35.5,8.27,6.66,0,19.3
24.7,35.5,8.27,6.657,0,19.3
24.7,35.5,8.27,6.651,0,19.3
24.7,35.5,8.27,6.664,0,19.2
24.7,35.5,8.27,6.623,0,19.2
24.7,35.5,8.27,6.71,0,19.2
24.6,35.5,8.27,6.604,0,19.1
24.6,35.5,8.27,6.606,0,19.1
24.6,35.5,8.27,6.605,0,19.1
24.6,35.5,8.27,6.599,0,19
24.6,35.5,8.27,6.598,0,19
24.6,35.5,8.27,6.598,0,19
24.6,35.5,8.27,6.598,0,19
24.6,35.5,8.27,6.58,0,19
24.6,35.5,8.27,6.48,0,19
24.6,35.5,8.27,6.501,0,19
24.6,35.5,8.27,6.525,0,19
24.6,35.5,8.27,6.6,0,19
24.6,35.5,8.27,6.526,0,19
24.6,35.5,8.27,6.526,0,19
24.6,35.5,8.27,6.47,0,19
24.6,35.5,8.27,6.526,0,19
24.6,35.5,8.27,6.526,0,19
24.6,35.5,8.27,6.526,0,19.1
24.6,35.5,8.27,6.526,0,19.1
24.6,35.5,8.27,6.523,0,19.1
24.6,35.5,8.27,6.522,0,19.1
24.6,35.5,8.27,6.522,0,19.1
24.6,35.5,8.27,6.43,0,19.1
24.6,35.5,8.27,6.496,0,19.1
24.6,35.5,8.27,6.522,0,19.1
24.6,35.5,8.27,6.526,0,19.1
24.6,35.5,8.27,6.387,0,19.1
24.6,35.5,8.27,6.449,0,19.1
24.6,35.5,8.27,6.457,0,19.1
24.6,35.5,8.27,6.457,0,19.2
24.6,35.5,8.27,6.457,0,19.2
24.6,35.5,8.27,6.435,0,19.2
24.6,35.5,8.27,6.457,0,19.2
24.6,35.5,8.27,6.457,0,19.2
24.6,35.5,8.27,6.457,0,19.2
24.6,35.5,8.27,6.457,0,19.3
24.6,35.5,8.27,6.457,0,19.3
24.6,35.5,8.27,6.457,0,19.3
24.6,35.5,8.27,6.505,0,19.3
24.6,35.5,8.27,6.457,0,19.4
24.6,35.5,8.27,6.457,0,19.4
24.6,35.5,8.27,6.532,0,19.4
24.6,35.5,8.27,6.549,0,19.4
24.6,35.5,8.27,6.463,0,19.5
24.6,35.5,8.27,6.446,0,19.5
24.6,35.5,8.27,6.463,0,19.5
24.6,35.5,8.27,6.463,0,19.6
24.6,35.5,8.27,6.389,0,19.6
24.6,35.5,8.27,6.463,0,19.7
24.6,35.5,8.27,6.463,0,19.7
24.6,35.5,8.27,6.417,0,19.8
24.6,35.5,8.27,6.463,0,19.8
24.6,35.5,8.27,6.463,0,19.8
24.6,35.5,8.27,6.551,0,19.9
24.6,35.5,8.27,6.489,0,19.9
24.6,35.5,8.27,6.322,0,20
24.6,35.5,8.27,6.278,0,20.1
24.6,35.5,8.27,6.253,0,20.1
24.6,35.5,8.27,6.219,0,20.2
24.6,35.5,8.27,6.218,0,20.2
24.5,35.5,8.27,6.157,0,20.3
24.5,35.5,8.27,6.118,0,20.4
24.5,35.5,8.27,6.001,0,20.4
24.5,35.5,8.27,5.996,0,20.5
24.5,35.5,8.27,5.996,0,20.6
24.5,35.5,8.27,5.996,0,20.6
24.5,35.5,8.27,5.996,0,20.7
24.5,35.5,8.27,5.996,0,20.8
24.5,35.5,8.27,5.996,0,20.8
24.5,35.5,8.27,5.983,0,20.9
24.5,35.5,8.27,6.154,0,21
24.5,35.5,8.27,6.239,0,21.1
24.5,35.5,8.27,6.289,0,21.1
24.5,35.5,8.27,6.307,0,21.2
24.4,35.5,8.27,6.312,0,21.3
24.4,35.5,8.27,6.457,0,21.4
24.4,35.5,8.27,6.509,0,21.4
24.4,35.5,8.27,6.475,0,21.5
24.4,35.5,8.27,6.496,0,21.6
24.4,35.5,8.27,6.509,0,21.7
24.4,35.5,8.27,6.536,0,21.7
24.4,35.5,8.27,6.608,0,21.8
24.4,35.5,8.27,6.596,0,21.9
24.4,35.5,8.27,6.601,0,21.9
24.4,35.5,8.27,6.603,0,22
24.4,35.5,8.27,6.605,0,22.1
24.4,35.5,8.27,6.607,0,22.1
24.4,35.5,8.27,6.642,0,22.2
24.4,35.5,8.27,6.647,0,22.2
24.4,35.5,8.27,6.647,0,22.3
24.4,35.5,8.27,6.66,0,22.3
24.4,35.5,8.27,6.687,0,22.4
24.4,35.5,8.27,6.687,0,22.4
24.4,35.5,8.27,6.687,0,22.4
24.4,35.5,8.27,6.687,0,22.5
24.4,35.5,8.27,6.719,0,22.5
24.4,35.5,8.27,6.729,0,22.5
24.4,35.5,8.27,6.744,0,22.5
24.4,35.5,8.27,6.816,0,22.6
24.4,35.5,8.27,6.752,0,22.6
24.4,35.5,8.27,6.753,0,22.6
24.4,35.5,8.27,6.767,0,22.6
24.4,35.5,8.27,6.892,0,22.6
24.3,35.5,8.27,6.794,0,22.6
24.3,35.5,8.27,6.81,0,22.6
24.3,35.5,8.27,6.848,0,22.6
24.3,35.5,8.27,6.855,0,22.6
24.3,35.5,8.27,6.818,0,22.5
24.3,35.5,8.27,6.81,0,22.5
24.3,35.5,8.27,6.81,0,22.5
24.3,35.5,8.27,6.81,0,22.4
24.3,35.5,8.27,6.81,0,22.4
24.3,35.5,8.27,6.898,0,22.4
24.3,35.5,8.27,6.81,0,22.3
24.3,35.5,8.27,6.81,0,22.3
24.3,35.5,8.27,6.884,0,22.2
24.3,35.5,8.27,6.81,0,22.2
24.3,35.5,8.27,6.81,0,22.1
24.3,35.5,8.27,6.81,0,22.1
24.3,35.5,8.27,6.81,0,22
24.3,35.5,8.27,6.81,0,21.9
24.3,35.5,8.27,6.81,0,21.9
24.3,35.5,8.27,6.827,0,21.8
24.3,35.5,8.27,6.779,0,21.7
24.3,35.5,8.27,6.802,0,21.7
24.3,35.5,8.27,6.752,0,21.6
24.3,35.5,8.27,6.789,0,21.5
24.3,35.5,8.27,6.81,0,21.5
24.3,35.5,8.27,6.771,0,21.4
24.3,35.5,8.27,6.764,0,21.3
24.3,35.5,8.27,6.75,0,21.2
24.3,35.5,8.27,6.749,0,21.2
24.3,35.5,8.27,6.748,0,21.1
24.3,35.5,8.27,6.745,0,21
24.3,35.5,8.27,6.74,0,20.9
24.3,35.5,8.27,6.736,0,20.9
24.3,35.5,8.27,6.602,0,20.8
24.3,35.5,8.27,6.736,0,20.7
24.3,35.5,8.27,6.735,0,20.6
24.3,35.5,8.27,6.735,0,20.6
24.3,35.5,8.27,6.735,0,20.5
24.3,35.5,8.27,6.728,0,20.4
24.3,35.5,8.27,6.821,0,20.4
24.3,35.5,8.27,6.714,0,20.3
24.3,35.5,8.27,6.687,0,20.2
24.3,35.5,8.27,6.659,0,20.2
24.3,35.5,8.27,6.625,0,20.1
24.3,35.5,8.27,6.582,0,20.1
24.3,35.5,8.27,6.578,0,20
24.3,35.5,8.27,6.559,0,19.9
24.3,35.5,8.27,6.552,0,19.9
24.3,35.5,8.27,6.554,0,19.9
24.3,35.5,8.27,6.554,0,19.8
24.3,35.5,8.27,6.554,0,19.8
24.2,35.5,8.27,6.553,0,19.7
24.2,35.5,8.27,6.554,0,19.7
24.2,35.5,8.27,6.554,0,19.6
24.2,35.5,8.27,6.554,0,19.6
24.2,35.5,8.27,6.554,0,19.6
24.2,35.5,8.27,6.554,0,19.5
24.2,35.5,8.27,6.64,0,19.5
24.2,35.5,8.27,6.554,0,19.4
24.2,35.5,8.27,6.554,0,19.4
24.2,35.5,8.27,6.617,0,19.4
24.2,35.5,8.27,6.554,0,19.4
24.2,35.5,8.27,6.554,0,19.3
24.2,35.5,8.27,6.554,0,19.3
24.2,35.5,8.27,6.554,0,19.3
24.2,35.5,8.27,6.554,0,19.3
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.2
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.554,0,19.1
24.2,35.5,8.27,6.529,0,19.1
24.2,35.5,8.27,6.554,0,19
24.2,35.5,8.27,6.542,0,19
24.2,35.5,8.27,6.474,0,19
24.2,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.463,0,19
24.1,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.431,0,19
24.1,35.5,8.27,6.422,0,19
24.1,35.5,8.27,6.49,0,19
24.1,35.5,8.27,6.416,0,19
24.1,35.5,8.27,6.422,0,18.9
24.1,35.5,8.27,6.422,0,18.9
24.1,35.5,8.27,6.422,0,18.9
24.1,35.5,8.27,6.372,0,18.9
24.1,35.5,8.27,6.422,0,18.8
24,35.5,8.27,6.378,0,18.8
24,35.5,8.27,6.422,0,18.8
24,35.5,8.27,6.422,0,18.8
24,35.5,8.27,6.422,0,18.7
24,35.5,8.27,6.419,0,18.7
24,35.5,8.27,6.426,0,18.7
24,35.5,8.27,6.489,0,18.7
24,35.5,8.27,6.441,0,18.6
24,35.5,8.27,6.567,0,18.6
24,35.5,8.27,6.482,0,18.6
24,35.5,8.27,6.571,0,18.6
24,35.5,8.27,6.497,0,18.6
24,35.5,8.27,6.506,0,18.5
24,35.5,8.27,6.574,0.4,18.5
24,35.5,8.27,6.605,0.4,18.5
24,35.5,8.27,6.65,0.4,18.5
24,35.6,8.27,6.521,0.4,18.4
24,35.6,8.27,6.521,0.4,18.4
24,35.6,8.27,6.521,0.4,18.4
23.9,35.6,8.27,6.521,0.4,18.4
23.9,35.6,8.27,6.521,0.4,18.3
23.9,35.6,8.27,6.542,0.4,18.3
23.9,35.6,8.27,6.521,0.4,18.3
23.9,35.6,8.27,6.493,0.4,18.3
23.9,35.6,8.27,6.521,0.4,18.2
23.9,35.6,8.27,6.521,0.4,18.2
23.9,35.6,8.27,6.521,0.4,18.2
23.9,35.6,8.27,6.521,0.4,18.2
23.9,35.6,8.27,6.521,0.4,18.1
23.9,35.6,8.27,6.521,0.4,18.1
23.9,35.6,8.27,6.606,0.4,18.1
23.9,35.6,8.27,6.521,0.4,18.1
23.9,35.6,8.27,6.524,0.4,18.1
23.9,35.6,8.27,6.543,0.4,18
23.9,35.6,8.27,6.557,0.4,18
23.9,35.6,8.27,6.566,0.4,18
23.9,35.6,8.27,6.563,0.4,17.9
23.9,35.6,8.27,6.559,0.4,17.9
23.9,35.6,8.27,6.559,0.4,17.9
23.9,35.6,8.27,6.659,0.4,17.9
23.9,35.6,8.27,6.561,0.4,17.9
23.9,35.6,8.27,6.561,0.4,17.8
23.9,35.6,8.27,6.555,0.4,17.8
23.9,35.6,8.27,6.561,0.4,17.8
23.9,35.6,8.27,6.508,0.4,17.8
23.9,35.6,8.27,6.647,0.4,17.7
23.9,35.6,8.27,6.679,0.4,17.7
23.9,35.6,8.27,6.561,0.4,17.7
23.9,35.6,8.27,6.61,0.4,17.7
23.9,35.6,8.27,6.561,0.4,17.6
23.9,35.6,8.27,6.56,0.4,17.6
23.9,35.6,8.27,6.56,0.4,17.6
23.9,35.6,8.27,6.505,0.4,17.6
23.9,35.6,8.27,6.536,0.4,17.5
23.9,35.6,8.27,6.538,0.4,17.5
23.9,35.6,8.27,6.553,0.4,17.5
23.9,35.6,8.27,6.408,0.4,17.5
23.9,35.7,8.27,6.534,0.4,17.4
23.8,35.7,8.27,6.534,0.4,17.4
23.8,35.7,8.27,6.534,0.4,17.4
23.8,35.7,8.27,6.534,0.4,17.4
23.8,35.7,8.27,6.521,0.4,17.4
23.8,35.7,8.27,6.413,0.4,17.3
23.8,35.7,8.27,6.373,0.4,17.3
23.8,35.7,8.27,6.451,0.4,17.3
23.8,35.7,8.27,6.421,0.4,17.3
23.8,35.7,8.27,6.426,0.4,17.2
23.8,35.7,8.27,6.413,0.4,17.2
23.8,35.7,8.27,6.413,0.4,17.2
23.8,35.7,8.27,6.413,0.4,17.2
23.8,35.7,8.27,6.315,0.4,17.1
23.8,35.7,8.27,6.413,0.4,17.1
23.8,35.7,8.27,6.413,0.4,17.1
23.8,35.7,8.27,6.413,0.4,17.1
23.8,35.7,8.27,6.413,0.4,17
23.8,35.7,8.27,6.307,0.4,17
23.8,35.7,8.27,6.413,0.4,17
23.8,35.7,8.27,6.413,0.4,17
23.8,35.7,8.27,6.413,0.4,17
23.8,35.7,8.27,6.411,0.4,17
23.8,35.7,8.27,6.409,0.4,17
23.8,35.7,8.27,6.357,0.4,17.1
23.8,35.7,8.27,6.4,0.4,17.1
23.8,35.7,8.27,6.35,0.4,17.1
23.8,35.7,8.27,6.34,0.4,17.1
23.8,35.7,8.27,6.366,0.4,17.1
23.8,35.7,8.27,6.363,0.4,17.1
23.7,35.7,8.27,6.363,0.4,17.1
23.7,35.7,8.27,6.363,0.4,17.1
23.7,35.7,8.27,6.368,0.4,17.1
23.7,35.7,8.27,6.353,0.4,17.1
23.7,35.7,8.27,6.353,0.4,17.1
23.7,35.7,8.27,6.348,0.4,17.1
23.7,35.7,8.27,6.343,0.4,17.2
23.7,35.7,8.27,6.343,0.4,17.2
23.7,35.7,8.27,6.342,0.4,17.2
23.7,35.7,8.27,6.285,0.4,17.2
23.7,35.7,8.27,6.183,0.4,17.2
23.7,35.7,8.27,6.217,0.4,17.3
23.7,35.7,8.27,6.217,0.4,17.3
23.7,35.7,8.27,6.217,0.4,17.3
23.7,35.7,8.27,6.217,0.4,17.3
23.7,35.7,8.27,6.217,0.4,17.4
23.7,35.7,8.27,6.217,0.4,17.4
23.7,35.7,8.27,6.217,0.4,17.4
23.7,35.7,8.27,6.217,0.4,17.4
23.7,35.7,8.27,6.263,0.4,17.5
23.7,35.7,8.27,6.211,0.4,17.5
23.7,35.7,8.27,6.21,0.4,17.6
23.7,35.7,8.27,6.194,0.4,17.6
23.7,35.7,8.27,6.115,0.4,17.6
23.7,35.7,8.27,6.003,0.4,17.7
23.7,35.7,8.27,5.935,0.4,17.7
23.7,35.7,8.27,5.934,0.4,17.8
23.7,35.7,8.27,5.934,0.4,17.8
23.7,35.7,8.27,5.934,0.4,17.9
23.7,35.7,8.27,5.934,0.4,17.9
23.7,35.7,8.27,5.934,0.4,18
23.7,35.7,8.27,5.934,0.4,18.1
23.7,35.7,8.27,5.925,0.4,18.1
23.7,35.7,8.27,5.924,0.4,18.2
23.7,35.7,8.27,5.924,0.4,18.3
23.7,35.7,8.27,5.924,0.4,18.4
23.6,35.7,8.27,5.924,0.4,18.4
23.6,35.7,8.27,5.924,0.4,18.5
23.6,35.7,8.27,5.924,0.4,18.6
23.6,35.7,8.27,5.924,0.4,18.7
23.6,35.7,8.27,5.865,0.4,18.8
23.6,35.7,8.27,5.918,0.4,18.9
23.6,35.7,8.27,5.914,0.4,19
23.6,35.7,8.27,5.958,0.4,19.1
23.6,35.7,8.27,5.86,0.4,19.2
23.6,35.7,8.27,5.761,0.4,19.3
23.6,35.7,8.27,5.797,0.4,19.4
23.6,35.7,8.27,5.748,0.4,19.5
23.6,35.7,8.27,5.76,0.4,19.6
23.6,35.7,8.27,5.76,0.4,19.7
23.6,35.7,8.27,5.76,0.4,19.9
23.6,35.7,8.27,5.678,0.4,20
23.6,35.7,8.27,5.76,0.4,20.1
23.6,35.7,8.27,5.76,0.4,20.2
23.6,35.7,8.27,5.76,0.4,20.3
23.6,35.7,8.27,5.76,0.4,20.5
23.5,35.7,8.27,5.73,0.4,20.6
23.5,35.7,8.27,5.76,0.4,20.7
23.5,35.7,8.27,5.76,0.4,20.8
23.5,35.7,8.27,5.639,0.4,20.9
23.5,35.7,8.27,5.762,0.4,21.1
23.5,35.7,8.27,5.874,0.4,21.2
23.5,35.7,8.27,5.971,0.4,21.3
23.5,35.7,8.27,6,0.4,21.4
23.5,35.7,8.27,6.001,0.4,21.5
23.5,35.7,8.27,6.001,0.4,21.7
23.5,35.7,8.27,6.001,0.4,21.8
23.5,35.7,8.27,6.034,0.4,21.9
23.5,35.7,8.27,6.081,0.4,22
23.5,35.7,8.27,6.082,0.4,22.1
23.5,35.7,8.27,6.101,0.4,22.2
23.5,35.7,8.27,6.201,0.4,22.3
23.5,35.7,8.27,6.237,0.4,22.3
23.5,35.7,8.27,6.24,0.4,22.4
23.5,35.7,8.27,6.295,0.4,22.5
23.5,35.7,8.27,6.242,0.4,22.6
23.5,35.7,8.27,6.318,0.4,22.6
23.5,35.7,8.27,6.257,0.4,22.7
23.5,35.7,8.27,6.346,0.4,22.8
23.5,35.7,8.27,6.294,0.4,22.8
23.5,35.7,8.27,6.301,0.4,22.9
23.5,35.7,8.27,6.316,0.4,22.9
23.5,35.7,8.27,6.412,0.4,22.9
23.5,35.7,8.27,6.379,0.4,23
23.5,35.7,8.27,6.344,0.4,23
23.5,35.7,8.27,6.345,0.4,23
23.5,35.7,8.27,6.349,0.4,23
23.5,35.7,8.27,6.409,0.4,23
23.5,35.7,8.27,6.334,0.4,23
23.5,35.7,8.27,6.35,0.4,23
23.5,35.7,8.27,6.404,0.4,22.9
23.5,35.7,8.27,6.388,0.4,22.9
23.5,35.7,8.27,6.373,0.4,22.9
23.5,35.7,8.27,6.348,0.4,22.8
23.5,35.7,8.27,6.365,0.4,22.8
23.5,35.7,8.27,6.328,0.4,22.7
23.5,35.7,8.27,6.497,0.4,22.7
23.5,35.7,8.27,6.414,0.4,22.6
23.5,35.7,8.27,6.419,0.4,22.5
23.5,35.7,8.27,6.419,0.4,22.5
23.5,35.7,8.27,6.419,0.4,22.4
23.5,35.7,8.27,6.368,0.4,22.3
23.5,35.7,8.27,6.418,0.4,22.2
23.5,35.7,8.27,6.415,0.4,22.1
23.5,35.7,8.27,6.415,0.4,22
23.5,35.7,8.27,6.313,0.4,21.9
23.5,35.7,8.27,6.33,0.4,21.8
23.5,35.7,8.27,6.331,0.4,21.7
23.5,35.7,8.27,6.347,0.4,21.6
23.5,35.7,8.27,6.373,0.4,21.5
23.5,35.7,8.27,6.346,0.4,21.3
23.5,35.7,8.27,6.493,0.4,21.2
23.5,35.7,8.27,6.369,0.4,21.1
23.5,35.7,8.27,6.369,0.4,21
23.5,35.7,8.27,6.369,0.4,20.9
23.5,35.7,8.27,6.369,0.4,20.7
23.5,35.7,8.27,6.366,0.4,20.6
23.5,35.7,8.27,6.309,0.4,20.5
23.5,35.7,8.27,6.35,0.4,20.4
23.5,35.7,8.27,6.347,0.4,20.3
23.5,35.7,8.27,6.346,0.4,20.1
23.5,35.7,8.27,6.344,0.4,20
23.4,35.7,8.27,6.344,0.4,19.9
23.4,35.7,8.27,6.344,0.4,19.8
23.4,35.7,8.27,6.344,0.4,19.7
23.4,35.7,8.27,6.344,0.4,19.6
23.4,35.7,8.27,6.344,0.4,19.4
23.4,35.7,8.27,6.277,0.4,19.3
23.4,35.7,8.27,6.352,0.4,19.2
23.4,35.7,8.27,6.344,0.4,19.1
23.4,35.7,8.27,6.344,0.4,19
23.4,35.7,8.27,6.314,0.4,18.9
23.4,35.7,8.27,6.355,0.4,18.8
23.4,35.7,8.27,6.338,0.4,18.7
23.4,35.7,8.27,6.344,0.4,18.6
23.4,35.7,8.27,6.339,0.4,18.6
23.4,35.7,8.27,6.338,0.4,18.5
23.4,35.7,8.27,6.332,0.4,18.4
23.4,35.7,8.27,6.331,0.4,18.3
23.4,35.7,8.27,6.326,0.4,18.2
23.4,35.7,8.27,6.324,0.4,18.2
23.4,35.7,8.27,6.323,0.4,18.1
23.4,35.7,8.27,6.322,0.4,18
23.4,35.7,8.27,6.322,0.4,18
23.4,35.7,8.27,6.322,0.4,17.9
23.4,35.7,8.27,6.322,0.4,17.8
23.4,35.7,8.27,6.322,0.4,17.8
23.4,35.7,8.27,6.322,0.4,17.7
23.4,35.7,8.27,6.284,0.4,17.7
23.4,35.7,8.27,6.282,0.4,17.6
23.4,35.7,8.27,6.368,0.4,17.6
23.4,35.7,8.27,6.282,0.4,17.6
23.4,35.7,8.27,6.282,0.4,17.5
23.4,35.7,8.27,6.282,0.4,17.5
23.4,35.7,8.27,6.282,0.4,17.4
23.4,35.7,8.27,6.282,0.4,17.4
23.3,35.7,8.27,6.282,0.4,17.4
23.3,35.7,8.27,6.282,0.4,17.4
23.3,35.7,8.27,6.282,0.4,17.3
23.3,35.7,8.27,6.282,0.4,17.3
23.3,35.7,8.27,6.35,0.4,17.3
23.3,35.7,8.27,6.277,0.4,17.3
23.3,35.7,8.27,6.279,0.4,17.2
23.3,35.7,8.27,6.279,0.4,17.2
23.3,35.7,8.27,6.278,0.4,17.2
23.3,35.7,8.27,6.277,0.4,17.2
23.3,35.7,8.27,6.277,0.4,17.2
23.3,35.7,8.27,6.277,0.4,17.1
23.3,35.7,8.27,6.277,0.4,17.1
23.3,35.7,8.27,6.277,0.4,17.1
23.3,35.7,8.27,6.277,0.4,17.1
23.3,35.7,8.27,6.363,0.4,17.1
23.3,35.7,8.27,6.227,0.4,17.1
23.3,35.7,8.27,6.244,0.4,17.1
23.3,35.7,8.27,6.242,0.4,17.1
23.3,35.7,8.27,6.242,0.4,17.1
23.3,35.7,8.27,6.239,0.4,17.1
23.3,35.7,8.27,6.235,0.4,17.1
23.3,35.7,8.27,6.235,0.4,17.1
23.3,35.7,8.27,6.186,0.4,17
23.3,35.7,8.27,6.221,0.4,17
23.3,35.7,8.27,6.235,0.4,17
23.3,35.7,8.27,6.235,0.4,17
23.3,35.7,8.27,6.235,0.4,17
23.3,35.7,8.27,6.235,0.4,17
23.3,35.7,8.27,6.336,0.4,17
23.3,35.7,8.27,6.235,0.4,17
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.9
23.3,35.7,8.27,6.266,0.4,16.9
23.3,35.7,8.27,6.235,0.4,16.8
23.3,35.7,8.27,6.235,0.4,16.8
23.2,35.7,8.27,6.235,0.4,16.8
23.2,35.7,8.27,6.135,0.4,16.8
23.2,35.7,8.27,6.237,0.4,16.8
23.2,35.7,8.27,6.207,0.4,16.8
23.2,35.7,8.27,6.185,0.4,16.8
23.2,35.7,8.27,6.139,0.4,16.8
23.2,35.7,8.27,6.128,0.4,16.7
23.2,35.7,8.27,6.126,0.4,16.7
23.2,35.7,8.27,6.042,0.4,16.7
23.2,35.7,8.27,6.126,0.4,16.7
23.2,35.7,8.27,6.126,0.4,16.7
23.2,35.7,8.27,6.059,0.4,16.7
23.2,35.7,8.27,6.038,0,16.7
23.2,35.7,8.27,6.126,0,16.7
23.2,35.7,8.27,6.126,0,16.6
23.2,35.7,8.27,6.179,0,16.6
23.2,35.7,8.27,6.088,0,16.6
23.2,35.7,8.27,6.053,0,16.6
23.2,35.8,8.27,6.035,0,16.6
23.2,35.8,8.27,6.035,0,16.6
23.2,35.8,8.27,6.035,0,16.6
23.2,35.8,8.27,6.035,0,16.6
23.2,35.8,8.27,6.035,0,16.6
23.1,35.8,8.27,6.035,0,16.5
23.1,35.8,8.27,6.035,0,16.5
23.1,35.8,8.27,6.08,0,16.5
23.1,35.8,8.27,6.047,0,16.5
23.1,35.8,8.27,6.051,0,16.5
23.1,35.8,8.27,6.055,0,16.5
23.1,35.8,8.27,6.071,0,16.5
23.1,35.8,8.27,6.087,0,16.5
23.1,35.8,8.27,6.129,0,16.4
23.1,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.039,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.4
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.09,0,16.3
23,35.8,8.27,6.107,0,16.2
23,35.8,8.27,6.118,0,16.2
23,35.8,8.27,6.117,0,16.2
23,35.8,8.27,6.117,0,16.2
23,35.8,8.27,6.117,0,16.2
23,35.8,8.27,6.117,0,16.2
23,35.8,8.27,6.117,0,16.2
23,35.8,8.27,6.095,0,16.2
23,35.8,8.27,6.126,0,16.1
23,35.8,8.27,6.117,0,16.1
22.9,35.8,8.27,6.117,0,16.1
22.9,35.8,8.27,6.117,0,16.1
22.9,35.8,8.27,6.117,0,16.1
22.9,35.8,8.27,6.046,0,16.1
22.9,35.8,8.27,6.074,0,16.1
22.9,35.8,8.27,6.125,0,16.1
22.9,35.8,8.27,6.218,0,16.1
22.9,35.8,8.27,6.147,0,16.1
22.9,35.8,8.27,6.267,0,16.1
22.9,35.8,8.27,6.161,0,16.1
22.9,35.9,8.27,6.217,0,16.1
22.9,35.9,8.27,6.21,0,16.1
22.9,35.9,8.27,6.216,0,16.1
